country,year,status,IF,life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_B,measles,BMI,under_five_deaths,polio,total_expenditure,diphtheria,HIV_AIDS,GDP,population,thinness_1_to_19_years,thinness_5_to_9_years,income_composition_of_resources,schooling
Jordan,2004,Developing,High,72.5,125,4,0.54,32.53,95,21,57,4,95,9.5,95,0.1,261.46,5535595,3.9,3.8,0.723,13.5
Kazakhstan,2014,Developing,Low,69.9,22,5,6.29,24.44,95,321,52.3,5,95,4.36,95,0.1,1286.57,17289224,2.4,2.5,0.789,15
Kazakhstan,2013,Developing,Low,69.5,28,5,6.48,26.41,99,73,51.4,6,98,4.3,98,0.1,1389.86,1735275,2.4,2.5,0.782,15
Kazakhstan,2012,Developing,Low,69.1,214,6,6.82,235.36,95,55,5.6,7,98,4.32,99,0.1,12387.19,16791425,2.4,2.5,0.774,14.7
Kazakhstan,2011,Developing,Low,68.5,224,7,6.63,179.17,99,127,49.9,7,99,4.6,99,0.1,11634.42,165566,2.3,2.5,0.766,14.4
Kazakhstan,2010,Developing,Low,67.8,236,7,6.83,11.15,99,4,49.2,8,98,4.42,99,0.1,97.65,16321581,2.3,2.5,0.763,14.5
Kazakhstan,2009,Developing,Low,67.8,235,7,6.64,808.24,99,0,48.5,8,99,4.13,98,0.1,7165.28,169271,2.3,2.5,0.758,14.6
Kazakhstan,2008,Developing,Low,66.6,258,8,7.6,708.33,99,20,47.9,9,99,3.65,99,0.1,8513.56,15674,2.4,2.5,0.758,14.6
Kazakhstan,2007,Developing,Low,65.3,288,8,7.44,499.73,94,13,47.3,9,94,3.19,93,0.1,6771.41,15484192,2.4,2.5,0.754,14.7
Kazakhstan,2006,Developing,Low,65,295,8,7.08,76.2,99,109,46.8,9,99,3.73,99,0.1,5291.58,153884,2.4,2.5,0.747,14.3
Kazakhstan,2005,Developing,Low,64.6,294,8,6.94,351.86,94,16118,46.3,9,99,4.7,98,0.1,3771.28,1514729,2.4,2.5,0.737,13.9
Kazakhstan,2004,Developing,Low,64.7,287,8,6.55,33.92,99,2204,45.8,9,99,3.95,82,0.1,2874.29,1512985,2.5,2.6,0.725,13.5
Kenya,2014,Developing,Low,62.9,255,56,0.01,170.96,92,354,21.3,79,93,5.72,92,2.9,1335.65,462425,7.8,7.7,0.546,11.1
Kenya,2013,Developing,Low,62.6,258,58,1.84,165.93,93,190,2.7,81,94,5.57,87,3,1229.11,44826849,7.9,7.7,0.541,11.1
Kenya,2012,Developing,Low,62.1,263,59,1.81,154.23,94,0,2.1,84,94,5.49,94,3,1155.26,43646629,8,7.8,0.536,11.1
Kenya,2011,Developing,Low,61.2,278,60,1.8,109.71,96,2395,19.5,86,97,5.23,96,3.4,987.45,42486839,8.1,7.9,0.53,11.1
Kenya,2010,Developing,Low,63,294,61,1.73,56.59,9,95,18.9,89,9,3.97,9,4.3,967.35,4135152,8.2,8,0.523,11.1
Kenya,2009,Developing,Low,59.1,317,62,1.86,7.15,88,1218,18.4,91,89,4.17,88,5,92.82,423724,8.2,8.1,0.514,10.7
Kenya,2008,Developing,Low,57.9,339,64,1.71,60.52,88,1282,17.9,95,88,3.9,88,6.4,916.9,39148416,8.3,8.2,0.506,10.4
Kenya,2007,Developing,Low,56.8,356,66,1.97,59.83,81,1516,17.3,100,76,4.8,81,9.1,839.18,388599,8.4,8.3,0.494,10.1
Kenya,2006,Developing,Low,55.3,388,68,1.76,52.6,8,1847,16.9,104,77,4.24,8,10.3,697.66,37525,8.5,8.4,0.483,9.7
Kenya,2005,Developing,Low,54.1,412,70,1.82,39.56,76,153,16.4,108,7,4.36,76,11.6,519.8,3648288,8.6,8.5,0.474,9.6
Kenya,2004,Developing,Low,53,432,72,1.43,36.3,73,20,15.9,112,73,4.29,73,13.2,458.88,3574931,8.7,8.6,0.461,8.9
Kiribati,2014,Developing,Low,66.1,2,0,0.01,97.87,75,0,77.1,0,79,1.21,75,0.1,1684.54,11458,0.1,0.1,0.597,11.9
Kiribati,2013,Developing,Low,65.8,22,0,0.01,137.26,95,0,76.7,0,91,1.15,95,0.1,1724.36,18535,0.1,0.1,0.589,11.9
Kiribati,2012,Developing,Low,65.7,24,0,0.01,147.45,94,0,76.2,0,92,1.37,94,0.1,1763.82,16613,0.1,0.1,0.581,11.9
Kiribati,2011,Developing,Low,65.5,26,0,0.53,30.47,95,0,75.7,0,95,1.42,99,0.1,1692.61,14656,0.1,0.1,0.585,11.9
Kiribati,2010,Developing,Low,65.3,27,0,0.48,18.22,91,0,75.2,0,95,1.52,91,0.1,1493.17,12652,0.1,0.1,0.584,11.9
Kiribati,2009,Developing,Low,65.2,28,0,0.54,162.29,86,0,74.6,0,84,12.24,86,0.1,1297.29,1568,0.1,0.1,0.576,11.9
Kiribati,2008,Developing,Low,65.1,21,0,0.46,167.62,83,0,74.1,0,74,12.23,82,0.1,1413.32,9844,0.2,0.1,0.572,11.6
Kiribati,2007,Developing,Low,65,211,0,0.68,188.71,96,0,73.4,0,93,13.66,94,0.1,1357.63,96311,0.2,0.1,0.574,11.8
Kiribati,2006,Developing,Low,65,212,0,0.76,18.19,88,0,72.8,0,86,1.93,86,0.1,1151.56,9426,0.2,0.1,0.576,12.1
Kiribati,2005,Developing,Low,64.9,213,0,0.6,111.74,5,0,72.1,0,74,1.6,79,0.1,1214.56,92325,0.2,0.2,0,12.2
Kiribati,2004,Developing,Low,64.8,214,0,0.48,10.62,67,0,71.4,0,61,1.39,62,0.1,113.63,9542,0.2,0.2,0,12.4
Lao People's Democratic Republic,2014,Developing,Low,65.3,199,8,0.01,0,88,339,2.9,11,88,1.87,88,0.2,,,8.9,9,0.573,10.6
Lao People's Democratic Republic,2013,Developing,Low,64.9,23,9,0.01,0,87,71,2.1,12,86,2,87,0.3,,,9,9.1,0.563,10.4
Lao People's Democratic Republic,2012,Developing,Low,64.4,28,9,0.01,0,79,32,19.4,12,78,2.12,79,0.3,,,9.1,9.2,0.554,10.2
Lao People's Democratic Republic,2011,Developing,Low,64,213,9,5.39,0,78,113,18.7,13,79,2.2,78,0.3,,,9.2,9.4,0.542,9.9
Lao People's Democratic Republic,2010,Developing,Low,63.6,218,10,5.95,0,74,153,18,13,76,2.75,74,0.3,,,9.3,9.5,0.535,9.6
Lao People's Democratic Republic,2009,Developing,Low,63.1,223,10,5.18,0,67,78,17.3,14,67,3.77,67,0.2,,,9.4,9.6,0.525,9.4
Lao People's Democratic Republic,2008,Developing,Low,62.6,228,10,5.1,0,61,174,16.7,14,6,2.77,61,0.2,,,9.6,9.7,0.518,9.2
Lao People's Democratic Republic,2007,Developing,Low,62.1,234,11,5,0,5,1678,16.1,15,46,4.14,5,0.2,,,9.7,9.8,0.509,9
Lao People's Democratic Republic,2006,Developing,Low,61.5,24,11,3.69,0,57,58,15.5,15,56,4.14,57,0.2,,,9.9,9.9,0.503,9
Lao People's Democratic Republic,2005,Developing,Low,61,246,11,3.68,0,49,295,14.9,16,5,4.32,49,0.2,,,1,1.1,0.494,8.7
Lao People's Democratic Republic,2004,Developing,Low,64,252,12,3.53,0,45,1491,14.4,16,46,4.54,45,0.2,,,1.1,1.2,0.485,8.6
Latvia,2014,Developed,High,74.4,156,0,0.01,1542.64,92,36,6.7,0,92,5.88,92,0.1,15725.14,1993782,2.2,2.2,0.822,16
Latvia,2013,Developed,High,74.1,161,0,10.37,150.31,94,0,6.2,0,94,5.67,94,0.1,1532.23,212647,2.2,2.2,0.814,15.4
Latvia,2012,Developed,High,73.8,163,0,10.21,1356.02,9,3,59.8,0,91,5.91,91,0.1,13822.86,234319,2.2,2.2,0.812,15.5
Latvia,2011,Developed,High,73.6,169,0,10.14,24.71,89,1,59.4,0,92,6.1,92,0.1,1372.69,25979,2.2,2.3,0.81,15.8
Latvia,2010,Developed,High,72.8,18,0,9.8,1109.97,91,0,58.9,0,92,6.55,92,0.1,11326.22,297555,2.2,2.3,0.815,16
Latvia,2009,Developed,High,72.6,184,0,9.85,1137.62,92,0,58.5,0,94,6.84,94,0.1,12219.37,2141669,2.3,2.3,0.821,16.4
Latvia,2008,Developed,High,71.9,199,0,11.84,253.4,93,3,58.1,0,94,6.63,94,0.1,16348.53,2177322,2.3,2.4,0.819,16.3
Latvia,2007,Developed,High,78,221,0,12.12,170.99,91,0,57.7,0,94,7.1,94,0.1,1444.16,22325,2.4,2.4,0.814,16.2
Latvia,2006,Developed,High,75,229,0,10.4,1099.25,94,7,57.4,0,96,6.8,96,0.1,9667.98,2218357,2.4,2.5,0.807,16.2
Latvia,2005,Developed,High,76,216,0,9.92,86.93,99,2,57,0,99,6.37,99,0.1,7558.74,2238799,2.5,2.5,0.791,15.9
Latvia,2004,Developed,Low,71,26,0,8.81,80.03,98,0,56.6,0,99,6.51,99,0.1,6351.81,2263122,2.5,2.6,0.776,15.5
Lebanon,2014,Developing,High,74.8,99,1,1.32,140.38,81,112,65.4,1,75,6.39,81,0.1,8161.46,563279,4.8,4.9,0.763,13.3
Lebanon,2013,Developing,High,74.9,97,1,1.29,14.56,81,1761,64.9,1,75,6.63,81,0.1,846.29,527612,4.8,4.8,0.766,13.3
Lebanon,2012,Developing,High,75,93,1,1.53,151.15,81,9,64.4,1,75,6.99,81,0.1,8787.95,491644,4.8,4.8,0.763,13.3
Lebanon,2011,Developing,High,75,93,1,1.57,835.06,81,9,64,1,75,7.12,81,0.1,8734.97,4588368,4.7,4.7,0.758,13.2
Lebanon,2010,Developing,High,74.9,94,1,1.58,805.4,81,12,63.5,1,75,7.19,81,0.1,8763.83,4337141,4.7,4.7,0.752,13.3
Lebanon,2009,Developing,High,74.7,95,1,1.62,8.14,81,22,63,1,75,7.42,81,0.1,84.27,4183156,4.7,4.7,0.746,13.2
Lebanon,2008,Developing,High,74.5,98,1,1.67,69.14,81,24,62.5,1,75,8.7,81,0.1,712.78,411147,4.7,4.7,0.74,13.1
Lebanon,2007,Developing,High,74.4,98,1,1.72,8.91,8,373,61.9,1,75,8.9,8,0.1,614.27,486466,4.7,4.6,0.731,12.9
Lebanon,2006,Developing,High,74.1,1,1,1.82,534.58,78,956,61.4,1,75,8.83,78,0.1,5372.66,45735,4.7,4.6,0.733,13.2
Lebanon,2005,Developing,High,73.9,11,1,1.94,630.05,77,618,6.8,1,74,8.42,77,0.1,5339.44,3986852,4.7,4.6,0,13.7
Lebanon,2004,Developing,High,73.7,13,1,2.1,618.36,75,213,6.2,1,74,8.91,75,0.1,5424.22,3863267,4.7,4.6,0,14.2
Lesotho,2014,Developing,Low,52.1,522,4,0.01,162.13,93,0,32,6,9,1.62,93,9.4,1174.84,2145785,5.8,5.6,0.491,10.8
Lesotho,2013,Developing,Low,52.1,518,4,0.01,153.34,93,516,31.4,6,9,11.7,93,9.6,1196.13,2117361,6.1,5.9,0.484,11.1
Lesotho,2012,Developing,Low,52.2,513,4,0.01,168.13,95,179,3.8,6,93,11.14,95,9,1281.52,289928,6.4,6.2,0.479,11
Lesotho,2011,Developing,Low,52.3,52,4,2.39,195.83,96,172,3.2,6,95,11.79,96,10.5,1352.38,264166,6.8,6.6,0.469,11
Lesotho,2010,Developing,Low,51.1,527,4,2.71,154.87,93,2488,29.7,6,92,1.87,93,13.4,1173.26,24551,7.2,7,0.464,10.9
Lesotho,2009,Developing,Low,49.4,566,4,2.75,104.31,91,0,29.2,6,89,9.8,91,18.2,923.14,21929,7.6,7.4,0.453,10.8
Lesotho,2008,Developing,Low,47.8,592,5,2.75,91.85,88,0,28.8,6,86,8.85,88,27.3,934.43,199993,8,7.8,0.447,10.7
Lesotho,2007,Developing,Low,46.2,633,4,2.69,9.18,9,2,28.3,6,87,8.47,88,30,918.43,1982287,8.4,8.3,0.44,10.6
Lesotho,2006,Developing,Low,45.3,654,5,2.61,71.16,91,1,27.9,6,88,7.12,89,34.1,915.78,1965662,8.8,8.7,0.437,10.7
Lesotho,2005,Developing,Low,44.5,675,5,2.67,57.9,87,0,27.4,6,88,6.3,89,34.8,862.95,1949543,9.3,9.2,0.437,10.7
Lesotho,2004,Developing,Low,44.8,666,5,1.8,67.91,6,31,26.9,7,89,6.96,9,34.6,781.51,1933728,9.7,9.7,0.439,10.7
Luxembourg,2014,Developed,High,81.7,65,0,11.12,16255.16,94,0,6.9,0,99,6.94,99,0.1,119172.74,556319,1,0.9,0.892,13.9
Luxembourg,2013,Developed,High,81.4,68,0,11.02,15515.75,94,0,6.5,0,99,7.1,99,0.1,113751.85,54336,0.9,0.9,0.892,13.9
Luxembourg,2012,Developed,High,81.1,7,0,11.34,2284.58,94,2,6.1,0,99,7.18,99,0.1,16749.14,53946,0.9,0.9,0.892,13.9
Luxembourg,2011,Developed,High,88,72,0,11.5,17028.53,95,6,59.6,0,96,7.34,99,0.1,115761.58,518347,0.9,0.9,0.894,13.9
Luxembourg,2010,Developed,High,86,73,0,11.36,2267.25,94,0,59.2,0,96,7.68,99,0.1,14965.36,56953,0.9,0.9,0.884,13.7
Luxembourg,2009,Developed,High,83,76,0,11.42,2052.39,95,0,58.8,0,96,8.11,99,0.1,13198.67,497783,0.9,0.9,0.888,13.5
Luxembourg,2008,Developed,High,80,8,0,11.53,18961.35,94,1,58.4,0,96,7.34,99,0.1,114293.84,48865,0.9,0.9,0.887,13.5
Luxembourg,2007,Developed,High,79.7,82,0,11.75,267.05,87,0,57.9,0,96,6.8,99,0.1,1618.49,479993,0.9,0.9,0.877,13.5
Luxembourg,2006,Developed,High,79.4,85,0,11.98,15345.49,95,8,57.5,0,99,7.75,99,0.1,89739.71,472637,0.9,0.9,0.88,13.5
Luxembourg,2005,Developed,High,78.8,9,0,11.84,1346.25,95,0,57,0,99,7.95,99,0.1,8289.7,465158,1,0.9,0.874,13.5
Luxembourg,2004,Developed,High,78.7,92,0,12.42,12372.05,94,0,56.4,0,99,8.2,99,0.1,75716.35,45895,1,0.9,0.867,13.5
Madagascar,2014,Developing,Low,65.1,225,29,0.01,5.34,73,3,2,39,73,3.4,73,0.3,452.46,2358981,7.2,7.1,0.509,10.3
Madagascar,2013,Developing,Low,64.7,23,29,0.87,79.51,74,6,19.5,40,73,4.15,74,0.4,461.72,22961146,7.3,7.2,0.508,10.3
Madagascar,2012,Developing,Low,64.3,235,30,0.87,59.98,7,2,19,42,71,3.46,7,0.4,443.96,22346573,7.4,7.3,0.506,10.2
Madagascar,2011,Developing,Low,63.8,241,31,0.97,78.8,73,0,18.5,43,73,4.24,73,0.4,454.96,21743949,7.5,7.4,0.504,10.2
Madagascar,2010,Developing,Low,63.3,248,32,1.03,76.6,7,1,18,45,7,4.86,7,0.5,412.74,2115164,7.6,7.5,0.503,10.2
Madagascar,2009,Developing,Low,62.8,254,33,0.91,71.17,77,0,17.6,47,76,4.7,77,0.5,415.69,2569121,7.7,7.6,0.5,9.7
Madagascar,2008,Developing,Low,62.3,259,34,0.68,6.45,77,3,17.1,49,77,4.5,77,0.5,47.73,19996469,7.8,7.7,0.491,9.4
Madagascar,2007,Developing,Low,61.9,261,35,0.71,55.43,84,0,16.7,51,83,4.98,84,0.6,377.85,19433523,7.9,7.8,0.483,9.1
Madagascar,2006,Developing,Low,61.4,263,36,0.68,38.42,82,2,16.3,54,83,5.11,85,0.6,292.16,1888268,8,7.9,0.478,9
Madagascar,2005,Developing,Low,69,265,37,0.72,33.75,81,0,15.8,56,8,5.3,85,0.6,274.82,18336724,8.1,8,0.473,8.9
Madagascar,2004,Developing,Low,64,267,38,0.81,23.73,71,35558,15.4,58,74,4.89,78,0.6,245.12,1782997,8.2,8.1,0.466,8.7
Malawi,2014,Developing,Low,57.6,377,27,0.01,59.49,91,3,19.2,40,87,11.38,91,5.1,354.73,1768838,6.5,6.3,0.466,10.7
Malawi,2013,Developing,Low,56.7,394,29,0.01,55.83,89,1,18.8,42,89,1.96,89,6.3,332.92,16577147,6.5,6.4,0.459,10.7
Malawi,2012,Developing,Low,55.3,42,31,0.01,82.77,96,11,18.4,46,95,12.6,96,8.3,374.52,169735,6.6,6.5,0.454,10.7
Malawi,2011,Developing,Low,54.1,441,32,1.23,13.78,97,26,18,50,97,11.67,97,11.2,512.13,15627618,6.7,6.6,0.444,10.6
Malawi,2010,Developing,Low,52.9,462,35,1.08,9.73,93,118712,17.6,54,86,1.5,93,13.7,458.87,1516795,6.8,6.7,0.43,10.2
Malawi,2009,Developing,Low,51.5,491,36,1.16,7.92,93,21,17.3,56,93,1.18,93,14.9,42.74,1471462,6.9,6.8,0.415,9.9
Malawi,2008,Developing,Low,50,525,36,1.27,74.34,91,20,16.9,58,92,1.7,91,16.9,372.84,14271234,7,6.9,0.4,9.6
Malawi,2007,Developing,Low,48.5,559,37,1.18,4.27,87,143,16.6,59,88,9.31,87,19.3,32.22,1384969,7.1,7,0.387,9.7
Malawi,2006,Developing,Low,47.1,587,38,1.18,6.85,99,1,16.2,61,99,8.99,99,21.1,297.7,13429262,7.3,7.1,0.377,9.6
Malawi,2005,Developing,Low,46,66,39,1.04,5.67,93,184,15.9,62,94,8.2,93,22.4,28.37,1339711,7.4,7.2,0.371,9.7
Malawi,2004,Developing,Low,45.1,615,40,1.11,58.14,89,1116,15.5,65,94,7.82,89,23.4,274.23,1267638,7.5,7.4,0.366,10
Malaysia,2014,Developing,High,74.8,126,4,0.52,721.37,96,221,39.5,4,97,4.17,97,0.1,11183.96,322817,7.6,7.4,0.783,13
Malaysia,2013,Developing,High,74.6,128,3,0.53,110.68,96,195,38.5,4,97,4.2,97,0.1,1882.28,2976724,7.8,7.6,0.779,12.9
Malaysia,2012,Developing,High,74.5,129,3,0.53,101.61,97,1868,37.4,4,97,4.1,97,0.1,1779.5,2917456,7.9,7.7,0.776,12.9
Malaysia,2011,Developing,High,74.3,13,3,0.51,9.23,96,1569,36.3,4,96,3.89,96,0.1,145.13,28635128,8,7.8,0.774,13
Malaysia,2010,Developing,High,74.1,131,3,0.49,65.57,96,73,35.3,4,96,3.99,96,0.1,971.36,28112289,8.2,8,0.764,12.8
Malaysia,2009,Developing,High,74,131,3,0.47,431.55,96,153,34.4,4,97,3.97,97,0.1,7326.74,2765383,8.3,8.2,0.756,12.6
Malaysia,2008,Developing,High,73.8,132,3,0.47,438.45,97,334,33.4,4,97,3.47,97,0.1,8513.63,2711169,8.5,8.3,0.747,12.5
Malaysia,2007,Developing,High,73.7,133,3,0.43,409.98,96,394,32.5,4,97,3.61,97,0.1,7269.17,26625845,8.7,8.5,0.736,12.3
Malaysia,2006,Developing,High,73.6,134,3,0.42,365.91,95,564,31.6,4,95,3.65,95,0.1,6222.98,26143566,8.8,8.6,0.732,12.7
Malaysia,2005,Developing,High,73.4,135,3,0.46,297.59,96,1407,3.7,4,96,3.29,96,0.1,5593.82,25659393,9,8.8,0.734,12.9
Malaysia,2004,Developing,High,73.2,137,3,0.49,315.66,94,5729,29.8,4,95,3.74,95,0.1,4955.48,2517419,9.2,8.9,0.731,12.7
Maldives,2014,Developing,High,78.2,62,0,0.01,2051.75,99,0,26.2,0,99,13.73,99,0.1,7716.24,41,13.6,13.7,0.693,12.7
Maldives,2013,Developing,High,77.9,64,0,0.01,1626.59,99,0,25.1,0,99,11.16,99,0.1,7112.34,393,13.7,13.8,0.683,12.4
Maldives,2012,Developing,High,77.6,65,0,0.01,1259.94,99,0,24.1,0,99,9.16,99,0.1,6541.75,385,13.8,13.9,0.675,12.1
Maldives,2011,Developing,High,77.3,67,0,1.92,1079.89,96,0,23.1,0,96,8.11,96,0.1,6497.55,377,13.9,14,0.663,11.8
Maldives,2010,Developing,High,76.7,73,0,1.83,91.14,97,0,22.1,0,97,7.93,96,0.1,633.79,367,14,14.1,0.653,11.6
Maldives,2009,Developing,High,76.3,75,0,1.59,100.5,98,6,21.2,0,98,9.22,98,0.1,597.17,36,14.1,14.2,0.651,11.8
Maldives,2008,Developing,High,75.9,81,0,1.76,1077.71,98,0,2.3,0,98,9.3,98,0.1,5828.62,362,14.2,14.3,0.641,11.8
Maldives,2007,Developing,High,75.4,82,0,1.78,6.49,98,20,19.5,0,98,6.64,98,0.1,52.86,349,14.3,14.4,0.632,11.9
Maldives,2006,Developing,High,75,88,0,1.62,659.85,98,47,18.7,0,98,7.37,98,0.1,4428.52,333,14.3,14.5,0.622,12
Maldives,2005,Developing,High,74.3,93,0,1.47,620.95,98,1395,18,0,98,9.52,98,0.1,3488.49,321,14.4,14.5,0.625,12.1
Maldives,2004,Developing,High,73.4,16,0,1.6,611.91,97,37,17.3,0,96,5.89,96,0.1,3853.33,312,14.5,14.6,0.617,12.2
Mali,2014,Developing,Low,57.8,272,52,0.01,46.56,73,290,23.2,85,74,6.86,73,1.6,825.57,16962846,7.9,7.7,0.43,8.2
Mali,2013,Developing,Low,57.3,275,53,0.01,36.86,69,221,22.5,86,7,6.58,69,1.6,777.66,16477818,8.1,7.9,0.421,8
Mali,2012,Developing,Low,57.2,27,53,0.01,96.55,66,341,21.9,88,72,6.47,66,1.5,777.35,16667,8.3,8.1,0.411,7.7
Mali,2011,Developing,Low,56.8,271,54,0.61,101.81,66,24,21.3,90,72,6.59,66,1.5,835.89,1554989,8.5,8.3,0.404,7.5
Mali,2010,Developing,Low,56.5,273,54,0.6,9.59,72,1719,2.7,91,77,6.35,73,1.5,78.38,157585,8.8,8.5,0.396,7.3
Mali,2009,Developing,Low,56,276,55,0.59,84.63,71,2939,2.2,93,77,6.85,73,1.6,697.15,1466597,9,8.8,0.385,7.1
Mali,2008,Developing,Low,55.5,278,55,0.57,102.14,74,98,19.6,94,74,6.74,74,1.6,689.68,14138216,9.2,9,0.36,5.8
Mali,2007,Developing,Low,55,282,56,0.55,81.84,74,2,19,96,76,6.97,74,1.7,595.64,1367566,9.4,9.3,0.363,6.4
Mali,2006,Developing,Low,54.3,288,57,0.53,67.71,9,128,18.5,98,79,6.56,78,1.8,521.64,1322764,9.7,9.5,0.35,6.1
Mali,2005,Developing,Low,53.6,29,57,0.55,60.21,83,33,18,101,78,6.34,77,1.9,487.94,12798763,9.9,9.7,0.338,5.8
Mali,2004,Developing,Low,52.8,296,58,0.49,57.12,73,172,17.5,103,7,6.28,69,2,439.36,1239196,1.1,1,0.333,5.5
Malta,2014,Developed,High,81.4,55,0,8.49,409.6,9,0,69.2,0,99,9.75,99,0.1,2618.93,427364,0.8,0.8,0.847,14.3
Malta,2013,Developed,High,81.1,57,0,8.58,374.29,94,0,68.8,0,99,9.89,99,0.1,2393.19,423374,0.8,0.7,0.828,14.2
Malta,2012,Developed,High,81,58,0,7.67,343.12,93,0,68.4,0,99,9.95,99,0.1,2193.88,419455,0.8,0.7,0.821,14.1
Malta,2011,Developed,High,87,59,0,6.91,3601.29,82,3,68,0,96,9.6,96,0.1,22821.85,416268,0.8,0.7,0.826,14.8
Malta,2010,Developed,High,83,62,0,7.91,278.07,75,0,67.6,0,76,8.3,76,0.1,2187.79,41458,0.8,0.7,0.819,14.6
Malta,2009,Developed,High,82,63,0,7.38,335.52,86,1,67.1,0,73,8.33,73,0.1,2675.58,412477,0.8,0.7,0.815,14.4
Malta,2008,Developed,High,80,64,0,7.14,2655.57,86,1,66.6,0,72,8.15,72,0.1,21928.77,49379,0.7,0.7,0.813,14.6
Malta,2007,Developed,High,79.6,65,0,7.45,2578.89,82,2,66.1,0,76,8.36,74,0.1,19375.57,46724,0.7,0.7,0.808,14.4
Malta,2006,Developed,High,79.3,66,0,8.84,2380.7,86,1,65.6,0,83,8.93,85,0.1,16671.57,4538,0.7,0.7,0.809,14.8
Malta,2005,Developed,High,79,67,0,6.41,2247.04,85,6,65,0,94,8.83,92,0.1,15835.35,43834,0.7,0.7,0.805,14.8
Malta,2004,Developed,High,78.7,69,0,6.53,203.32,85,4,64.5,0,89,8.46,89,0.1,1519.55,41268,0.7,0.7,0.797,14.2
Mexico,2014,Developing,High,76.6,122,31,5.26,168.17,84,3,62.8,36,87,6.3,87,0.1,1452.28,1242216,1.6,1.5,0.754,13.1
Mexico,2013,Developing,High,76.6,12,32,5.23,150.41,82,0,62.1,37,83,6.3,83,0.1,1298.87,122535969,1.6,1.5,0.753,12.9
Mexico,2012,Developing,High,76.3,123,33,5.29,112.7,99,0,61.5,38,99,6.21,99,0.1,982.53,1282837,1.6,1.5,0.748,12.7
Mexico,2011,Developing,High,76.1,124,34,5.3,1117.2,98,3,6.8,39,97,6.4,97,0.1,9834.47,119917,1.6,1.6,0.745,12.6
Mexico,2010,Developing,High,75.6,127,35,5.21,1033.04,93,0,6.1,40,95,6.39,95,0.1,8959.58,117318941,1.6,1.6,0.739,12.5
Mexico,2009,Developing,High,75.7,13,36,5.27,881.74,95,0,59.4,42,95,6.6,95,0.1,7748.12,11555228,1.7,1.6,0.738,12.5
Mexico,2008,Developing,High,75.6,127,37,5.36,159.88,97,0,58.7,43,96,6.6,96,0.1,9689.53,11366189,1.7,1.6,0.735,12.3
Mexico,2007,Developing,High,76,123,38,5.35,105.75,98,0,57.9,45,98,5.92,98,0.1,933.34,111836346,1.7,1.7,0.731,12.3
Mexico,2006,Developing,High,75.8,125,40,5.11,980.25,98,23,57.2,47,98,5.83,98,0.1,8767.92,1192378,1.8,1.7,0.723,12.2
Mexico,2005,Developing,High,75.3,126,42,4.93,998.35,98,6,56.4,49,98,6.4,98,0.1,7986.8,18472228,1.8,1.7,0.719,12.2
Mexico,2004,Developing,High,75.4,124,44,4.9,920.83,98,64,55.7,52,98,6.11,98,0.1,7199.6,16995583,1.8,1.8,0.714,12.1
Mongolia,2014,Developing,Low,68.4,225,1,0.01,281,99,0,51.5,1,99,4.73,99,0.1,4181.58,2923896,2.2,2.3,0.729,14.8
Mongolia,2013,Developing,Low,68.1,227,1,0.01,241.2,98,0,5.4,1,98,4.21,98,0.1,4385.38,286917,2.2,2.3,0.72,14.7
Mongolia,2012,Developing,Low,67.8,231,1,0.01,253.83,99,0,49.2,2,99,4.22,99,0.1,4368.82,2814226,2.2,2.3,0.712,14.7
Mongolia,2011,Developing,Low,67.3,235,1,0.01,257.84,99,0,48,2,99,4.45,99,0.1,3769.6,2761516,2.2,2.3,0.701,14.6
Mongolia,2010,Developing,Low,66.3,25,1,5.8,22.32,96,7,46.9,2,96,4.7,96,0.1,265.35,271265,2.2,2.3,0.693,14.3
Mongolia,2009,Developing,Low,66.9,235,1,4.61,134.17,97,8,45.9,2,96,5.29,95,0.1,1717.9,2668289,2.2,2.3,0.686,13.8
Mongolia,2008,Developing,Low,67.4,225,2,4.26,181.01,96,31,44.9,2,95,5.58,96,0.1,2139.63,2628131,2.2,2.3,0.673,13.4
Mongolia,2007,Developing,Low,65.9,26,2,3.79,126.7,98,12,43.9,2,99,5.6,95,0.1,1634.81,259167,2.2,2.4,0.661,13
Mongolia,2006,Developing,Low,65,271,2,2.91,122.12,98,26,43,2,98,4.68,99,0.1,1334.65,255812,2.2,2.4,0.649,12.7
Mongolia,2005,Developing,Low,64.5,274,2,2.75,98.68,98,0,42.1,2,99,5.9,99,0.1,998.82,2526446,2.3,2.4,0.637,11.8
Mongolia,2004,Developing,Low,64,284,2,1.75,73.24,98,0,41.3,2,99,5.99,99,0.1,797.84,2496832,2.3,2.4,0.621,11.2
Morocco,2014,Developing,High,74.1,96,18,0.43,198.73,99,10,57.5,21,99,5.91,99,0.1,3154.51,3431882,6.4,6.2,0.64,12.1
Morocco,2013,Developing,High,73.9,97,18,0.45,179.86,99,92,56.5,21,99,5.94,99,0.1,3111.76,33824769,6.4,6.2,0.634,12.1
Morocco,2012,Developing,High,73.6,99,19,0.55,19.16,99,668,55.5,22,99,6.15,99,0.1,294.75,33333789,6.3,6.2,0.623,11.6
Morocco,2011,Developing,High,73.3,14,19,0.54,22.09,98,982,54.6,22,98,5.99,99,0.1,339.92,32858823,6.3,6.2,0.612,11.2
